"Ensembl.ID","Gene.name","Category","Function","Multiple.functions","Inheritance","List","MitoCarta2.0","OMIM..07.2020.","OMIM_entrez_ID","OMIM_phenotype","OMIM_MIM.number","OMIM_inheritance","S..Stenton.2020","S..Rahman.2020","A..Frazier.2019","M..Falk.2020"
"ENSG00000130414","NDUFA10","OXPHOS subunits, assembly factors, and electron carriers","CI subunits","no","AR",272,"yes","yes","4705","Mitochondrial complex I deficiency, nuclear type 22, 618243 Y-Autosomal recessive","603835","AR","yes","yes","yes","yes"
"ENSG00000174886","NDUFA11","OXPHOS subunits, assembly factors, and electron carriers","CI assembly factors","no","AR",272,"yes","yes","126328","Mitochondrial complex I deficiency, nuclear type 14, 618236 Y-Autosomal recessive","612638","AR","yes","yes","yes","yes"
"ENSG00000184752","NDUFA12","OXPHOS subunits, assembly factors, and electron carriers","CI subunits","no","AR",272,"yes","yes","55967","?Mitochondrial complex I deficiency, nuclear type 23, 618244 Y-Autosomal recessive","614530","AR","yes","yes","yes","yes"
"ENSG00000186010","NDUFA13","OXPHOS subunits, assembly factors, and electron carriers","CI subunits","no","AR",272,"yes","yes","51079","?Mitochondrial complex I deficiency, nuclear type 28, 618249 Y-Autosomal recessive; {Thyroid carcinoma, Hurthle cell}, 607464 (3)","609435","AR","yes","yes","yes","yes"
"ENSG00000131495","NDUFA2","OXPHOS subunits, assembly factors, and electron carriers","CI subunits","no","AR",272,"yes","yes","4695","?Mitochondrial complex I deficiency, nuclear type 13, 618235 Y-Autosomal recessive","602137","AR","yes","yes","yes","yes"
"ENSG00000189043","NDUFA4","OXPHOS subunits, assembly factors, and electron carriers","CIV subunits","no","AR",272,"yes","no",".",".",".",".","yes","yes","yes","yes"
"ENSG00000184983","NDUFA6","OXPHOS subunits, assembly factors, and electron carriers","CI subunits","no","AR",413,"yes","yes","4700","Mitochondrial complex I deficiency, nuclear type 33, 618253 Y-Autosomal recessive","602138","AR","yes","yes","no","yes"
"ENSG00000119421","NDUFA8","OXPHOS subunits, assembly factors, and electron carriers","CI subunits","no","Unknown",413,"yes","no",".",".",".",".","yes","no","no","no"
"ENSG00000139180","NDUFA9","OXPHOS subunits, assembly factors, and electron carriers","CI subunits","no","AR",272,"yes","yes","4704","Mitochondrial complex I deficiency, nuclear type 26, 618247 Y-Autosomal recessive","603834","AR","yes","yes","yes","yes"
"ENSG00000137806","NDUFAF1","OXPHOS subunits, assembly factors, and electron carriers","CI assembly factors","no","AR",272,"yes","yes","51103","Mitochondrial complex I deficiency, nuclear type 11, 618234 Y-Autosomal recessive","606934","AR","yes","yes","yes","yes"
"ENSG00000164182","NDUFAF2","OXPHOS subunits, assembly factors, and electron carriers","CI assembly factors","no","AR",272,"yes","yes","91942","Mitochondrial complex I deficiency, nuclear type 10, 618233 Y-Autosomal recessive","609653","AR","yes","yes","yes","yes"
"ENSG00000178057","NDUFAF3","OXPHOS subunits, assembly factors, and electron carriers","CI assembly factors","no","AR",272,"yes","yes","25915","Mitochondrial complex I deficiency, nuclear type 18, 618240 Y-Autosomal recessive","612911","AR","yes","yes","yes","yes"
"ENSG00000123545","NDUFAF4","OXPHOS subunits, assembly factors, and electron carriers","CI assembly factors","no","AR",272,"yes","yes","29078","Mitochondrial complex I deficiency, nuclear type 15, 618237 Y-Autosomal recessive","611776","AR","yes","yes","yes","yes"
"ENSG00000101247","NDUFAF5","OXPHOS subunits, assembly factors, and electron carriers","CI assembly factors","no","AR",272,"yes","yes","79133","Mitochondrial complex I deficiency, nuclear type 16, 618238 Y-Autosomal recessive","612360","AR","yes","yes","yes","yes"
"ENSG00000156170","NDUFAF6","OXPHOS subunits, assembly factors, and electron carriers","CI assembly factors","no","AR",272,"yes","yes","137682","Mitochondrial complex I deficiency, nuclear type 17, 618239 Y-Autosomal recessive","612392","AR","yes","yes","yes","yes"
"ENSG00000003509","NDUFAF7","OXPHOS subunits, assembly factors, and electron carriers","CI assembly factors","no","AR",413,"yes","no",".",".",".",".","no","yes","no","no"
"ENSG00000224877","NDUFAF8","OXPHOS subunits, assembly factors, and electron carriers","CI assembly factors","no","AR",413,"yes","yes","284184","Mitochondrial complex I deficiency, nuclear type 34, 618776 Y-Autosomal recessive","618461","AR","yes","yes","no","no"
"ENSG00000140990","NDUFB10","OXPHOS subunits, assembly factors, and electron carriers","CI subunits","no","AR",272,"yes","no",".",".",".",".","yes","yes","yes","yes"
"ENSG00000147123","NDUFB11","OXPHOS subunits, assembly factors, and electron carriers","CI subunits","no","XLD",272,"yes","yes","54539","Linear skin defects with multiple congenital anomalies 3, 300952 Y-X-linked dominant; ?Mitochondrial complex I deficiency, nuclear type 30, 301021 Y-X-linked","300403","XLD","yes","yes","yes","yes"
"ENSG00000119013","NDUFB3","OXPHOS subunits, assembly factors, and electron carriers","CI subunits","no","AR",272,"yes","yes","4709","Mitochondrial complex I deficiency, nuclear type 25, 618246 Y-Autosomal recessive","603839","AR","yes","yes","yes","yes"
"ENSG00000166136","NDUFB8","OXPHOS subunits, assembly factors, and electron carriers","CI subunits","no","AR",413,"yes","yes","4714","Mitochondrial complex I deficiency, nuclear type 32, 618252 Y-Autosomal recessive","602140","AR","yes","yes","no","yes"
"ENSG00000147684","NDUFB9","OXPHOS subunits, assembly factors, and electron carriers","CI subunits","no","AR",272,"yes","yes","4715","?Mitochondrial complex I deficiency, nuclear type 24, 618245 Y-Autosomal recessive","601445","AR","yes","yes","yes","yes"
"ENSG00000023228","NDUFS1","OXPHOS subunits, assembly factors, and electron carriers","CI subunits","no","AR",272,"yes","yes","4719","Mitochondrial complex I deficiency, nuclear type 5, 618226 Y-Autosomal recessive","157655","AR","yes","yes","yes","yes"
"ENSG00000158864","NDUFS2","OXPHOS subunits, assembly factors, and electron carriers","CI subunits","no","AR",272,"yes","yes","4720","Mitochondrial complex I deficiency, nuclear type 6, 618228 Y-Autosomal recessive","602985","AR","yes","yes","yes","yes"
"ENSG00000213619","NDUFS3","OXPHOS subunits, assembly factors, and electron carriers","CI subunits","no","AR",272,"yes","yes","4722","Mitochondrial complex I deficiency, nuclear type 8, 618230 Y-Autosomal recessive","603846","AR","yes","yes","yes","yes"
"ENSG00000164258","NDUFS4","OXPHOS subunits, assembly factors, and electron carriers","CI subunits","no","AR",272,"yes","yes","4724","Mitochondrial complex I deficiency, nuclear type 1, 252010 Y-Autosomal recessive","602694","AR","yes","yes","yes","yes"
"ENSG00000145494","NDUFS6","OXPHOS subunits, assembly factors, and electron carriers","CI subunits","no","AR",272,"yes","yes","4726","Mitochondrial complex I deficiency, nuclear type 9, 618232 Y-Autosomal recessive","603848","AR","yes","yes","yes","yes"
"ENSG00000115286","NDUFS7","OXPHOS subunits, assembly factors, and electron carriers","CI subunits","no","AR",272,"yes","yes","374291","Mitochondrial complex I deficiency, nuclear type 3, 618224 Y-Autosomal recessive","601825","AR","yes","yes","yes","yes"
"ENSG00000110717","NDUFS8","OXPHOS subunits, assembly factors, and electron carriers","CI subunits","no","AR",272,"yes","yes","4728","Mitochondrial complex I deficiency, nuclear type 2, 618222 Y-Autosomal recessive","602141","AR","yes","yes","yes","yes"
"ENSG00000167792","NDUFV1","OXPHOS subunits, assembly factors, and electron carriers","CI subunits","no","AR",272,"yes","yes","4723","Mitochondrial complex I deficiency, nuclear type 4, 618225 Y-Autosomal recessive","161015","AR","yes","yes","yes","yes"
"ENSG00000178127","NDUFV2","OXPHOS subunits, assembly factors, and electron carriers","CI subunits","no","AR",272,"yes","yes","4729","Mitochondrial complex I deficiency, nuclear type 7, 618229 Y-Autosomal recessive","600532","AR","yes","yes","yes","yes"
"ENSG00000244005","NFS1","Metabolism of cofactors","Iron–sulphur cluster protein biosynthesis ","no","AR",272,"yes","no",".",".",".",".","yes","yes","yes","yes"
"ENSG00000169599","NFU1","Metabolism of cofactors","Iron–sulphur cluster protein biosynthesis ","no","AR",272,"yes","yes","27247","Multiple mitochondrial dysfunctions syndrome 1, 605711 Y-Autosomal recessive","608100","AR","yes","yes","yes","yes"
"ENSG00000103024","NME3","Mitochondrial dynamics, homeostasis, and quality control ","Fusion","no","AR",413,"yes","no",".",".",".",".","yes","no","no","no"
"ENSG00000173614","NMNAT1","Metabolism of cofactors","NADPH metabolism","no","AR",413,"no","yes","64802","Leber congenital amaurosis 9, 608553 Y-Autosomal recessive","608700","AR","no","yes","no","no"
"ENSG00000112992","NNT","Metabolism of cofactors","NADPH metabolism","no","AR",413,"yes","yes","23530","Glucocorticoid deficiency 4, with or without mineralocorticoid deficiency, 614736 Y-Autosomal recessive","607878","AR","no","yes","no","no"
"ENSG00000178694","NSUN3","Mitochondrial DNA replication and expression","RNA processing","no","AR",272,"yes","no",".",".",".",".","yes","yes","yes","yes"
"ENSG00000151413","NUBPL","Metabolism of cofactors / OXPHOS subunits, assembly factors, and electron carriers","Iron–sulphur cluster protein biosynthesis / CI assembly factors","yes","AR",272,"yes","yes","80224","Mitochondrial complex I deficiency, nuclear type 21, 618242 Y-Autosomal recessive","613621","AR","yes","yes","yes","yes"
"ENSG00000105953","OGDH","Metabolism of substrates","Tricarboxylic acid cycle enzymes","no","AR",413,"yes","yes","4967","Alpha-ketoglutarate dehydrogenase deficiency","203740","AR","yes","yes","no","no"
"ENSG00000198836","OPA1","Mitochondrial dynamics, homeostasis, and quality control ","Morphology","no","AR/AD",272,"yes","yes","4976","{Glaucoma, normal tension, susceptibility to}, 606657 (3); Behr syndrome, 210000 Y-Autosomal recessive; Optic atrophy 1, 165500 Y-Autosomal dominant; Optic atrophy plus syndrome, 125250 Y-Autosomal dominant; ?Mitochondrial DNA depletion syndrome 14 (encephalocardiomyopathic type), 616896 (3)","605290","AR+AD","yes","yes","yes","yes"
"ENSG00000125741","OPA3","Mitochondrial dynamics, homeostasis, and quality control ","Mitochondrial membrane phospholipid and import machinery","no","AR/AD",272,"yes","yes","80207","3-methylglutaconic aciduria, type III, 258501 Y-Autosomal recessive; Optic atrophy 3 with cataract, 165300 Y-Autosomal dominant","606580","AR+AD","yes","yes","yes","yes"
"ENSG00000155463","OXA1L","OXPHOS subunits, assembly factors, and electron carriers","CIV assembly factors / CV assembly factors","yes","AR",413,"yes","no",".",".",".",".","yes","yes","no","yes"
"ENSG00000083720","OXCT1","Metabolism of substrates","Ketone bodies","no","AR",413,"yes","yes","5019","Succinyl CoA:3-oxoacid CoA transferase deficiency","601424","AR","yes","no","no","no"
"ENSG00000217930","PAM16","Mitochondrial dynamics, homeostasis, and quality control ","Mitochondrial membrane phospholipid and import machinery","no","AR",413,"yes","yes","51025","Spondylometaphyseal dysplasia, Megarbane-Dagher-Melike type, 613320 Y-Autosomal recessive","614336","AR","yes","yes","no","no"
"ENSG00000125779","PANK2","Metabolism of cofactors","CoA metabolism and transport","no","AR",272,"yes","yes","80025","HARP syndrome, 607236 Y-Autosomal recessive; Neurodegeneration with brain iron accumulation 1, 234200 Y-Autosomal recessive","606157","AR","yes","yes","yes","yes"
"ENSG00000162396","PARS2","Mitochondrial DNA replication and expression","Mitochondrial tRNA synthetases","no","AR",272,"yes","yes","25973","Epileptic encephalopathy, early infantile, 75, 618437 Y-Autosomal recessive","612036","AR","yes","yes","yes","yes"
"ENSG00000173599","PC","Metabolism of substrates / Metabolism of cofactors","Anaplerosis / Biotin metabolism","yes","AR",413,"yes","yes","5091","Pyruvate carboxylase deficiency, 266150 Y-Autosomal recessive","608786","AR","yes","yes","no","yes"
"ENSG00000174840","PDE12","Mitochondrial DNA replication and expression","RNA processing","no","AR",413,"yes","no",".",".",".",".","no","yes","no","no"
"ENSG00000131828","PDHA1","Metabolism of substrates","Pyruvate metabolism","no","XLD",272,"yes","yes","5160","Pyruvate dehydrogenase E1-alpha deficiency, 312170 Y-X-linked dominant","300502","XLD","yes","yes","yes","yes"
"ENSG00000168291","PDHB","Metabolism of substrates","Pyruvate metabolism","no","AR",272,"yes","no",".","Pyruvate dehydrogenase E1-beta deficiency",".",".","yes","yes","yes","yes"
"ENSG00000110435","PDHX","Metabolism of substrates","Pyruvate metabolism","no","AR",272,"yes","yes","8050","Lacticacidemia due to PDX1 deficiency, 245349 Y-Autosomal recessive","608769","AR","yes","yes","yes","yes"
"ENSG00000067992","PDK3","Metabolism of substrates","Pyruvate metabolism","no","XLD",272,"yes","yes","5165","?Charcot-Marie-Tooth disease, X-linked dominant, 6, 300905 Y-X-linked dominant","300906","XLD","yes","yes","yes","yes"
"ENSG00000164951","PDP1","Metabolism of substrates","Pyruvate metabolism","no","AR",272,"yes","yes","54704","Pyruvate dehydrogenase phosphatase deficiency, 608782 Y-Autosomal recessive","605993","AR","yes","yes","yes","yes"
"ENSG00000090857","PDPR","Metabolism of substrates","Pyruvate metabolism","no","AR",413,"yes","no",".",".",".",".","no","yes","no","no"
"ENSG00000148459","PDSS1","OXPHOS subunits, assembly factors, and electron carriers","Coenzyme Q10","no","AR",272,"yes","yes","23590","Coenzyme Q10 deficiency, primary, 2, 614651 Y-Autosomal recessive","607429","AR","yes","yes","yes","yes"
"ENSG00000164494","PDSS2","OXPHOS subunits, assembly factors, and electron carriers","Coenzyme Q10","no","AR",272,"yes","yes","57107","Coenzyme Q10 deficiency, primary, 3, 614652 Y-Autosomal recessive","610564","AR","yes","yes","yes","yes"
"ENSG00000229833","PET100","OXPHOS subunits, assembly factors, and electron carriers","CIV assembly factors","no","AR",272,"yes","yes","100131801","Mitochondrial complex IV deficiency","220110","AR","yes","yes","yes","yes"
"ENSG00000232838","PET117","OXPHOS subunits, assembly factors, and electron carriers","CIV assembly factors","no","AR",272,"yes","no",".",".",".",".","yes","yes","yes","yes"
"ENSG00000158828","PINK1","Mitochondrial dynamics, homeostasis, and quality control ","Mitochondrial protein quality control","no","AR",413,"yes","yes","65018","Parkinson disease 6, early onset, 605909 Y-Autosomal recessive","608309","AR","no","yes","no","no"
"ENSG00000241878","PISD","Mitochondrial dynamics, homeostasis, and quality control ","Mitochondrial membrane phospholipid and import machinery","no","AR",413,"yes","yes","23761","Liberfarb syndrome","618889","AR","yes","no","no","no"
"ENSG00000107959","PITRM1","Mitochondrial dynamics, homeostasis, and quality control ","Mitochondrial protein quality control","no","AR",413,"yes","no",".",".",".",".","yes","yes","no","yes"
"ENSG00000184381","PLA2G6","Others / Unknown function","Others / Unknown function","no","AR",413,"no","yes","8398","Infantile neuroaxonal dystrophy 1, 256600 Y-Autosomal recessive; Parkinson disease 14, autosomal recessive, 612953 Y-Autosomal recessive; Neurodegeneration with brain iron accumulation 2B, 610217 Y-Autosomal recessive","603604","AR","no","yes","yes","yes"
"ENSG00000165688","PMPCA","Mitochondrial dynamics, homeostasis, and quality control ","Mitochondrial membrane phospholipid and import machinery","no","AR",272,"yes","yes","23203","Spinocerebellar ataxia, autosomal recessive 2, 213200 Y-Autosomal recessive","613036","AR","yes","yes","yes","yes"
"ENSG00000105819","PMPCB","Mitochondrial dynamics, homeostasis, and quality control ","Mitochondrial protein quality control","no","AR",413,"yes","yes","9512","Multiple mitochondrial dysfunctions syndrome 6, 617954 Y-Autosomal recessive","603131","AR","yes","yes","no","yes"
"ENSG00000006757","PNPLA4","Others / Unknown function","Others / Unknown function","no","XLD",413,"no","no",".",".",".",".","no","yes","yes","yes"
"ENSG00000135241","PNPLA8","Mitochondrial dynamics, homeostasis, and quality control ","Mitochondrial membrane phospholipid and import machinery","no","AR",413,"yes","yes","50640","?Mitochondrial myopathy with lactic acidosis, 251950 Y-Autosomal recessive","612123","AR","no","yes","yes","yes"
"ENSG00000138035","PNPT1","Mitochondrial DNA replication and expression","RNA processing","no","AR",272,"yes","yes","87178","Deafness, autosomal recessive 70, 614934 Y-Autosomal recessive; Combined oxidative phosphorylation deficiency 13, 614932 Y-Autosomal recessive","610316","AR","yes","yes","yes","yes"
"ENSG00000140521","POLG","Mitochondrial DNA replication and expression","Replication, maintenance, and transcription","no","AR/AD",272,"yes","yes","5428","Progressive external ophthalmoplegia, autosomal dominant 1, 157640 Y-Autosomal dominant; Mitochondrial DNA depletion syndrome 4B (MNGIE type), 613662 Y-Autosomal recessive; Mitochondrial recessive ataxia syndrome (includes SANDO and SCAE), 607459 Y-Autosomal recessive; Mitochondrial DNA depletion syndrome 4A (Alpers type), 203700 Y-Autosomal recessive; Progressive external ophthalmoplegia, autosomal recessive 1, 258450 Y-Autosomal recessive","174763","AR+AD","yes","yes","yes","yes"
"ENSG00000256525","POLG2","Mitochondrial DNA replication and expression","Replication, maintenance, and transcription","no","AR/AD",272,"yes","yes","11232","Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 4, 610131 Y-Autosomal dominant; Mitochondrial DNA depletion syndrome 16 (hepatic type), 618528 Y-Autosomal recessive","604983","AR+AD","yes","yes","yes","yes"
"ENSG00000099821","POLRMT","Mitochondrial DNA replication and expression","Replication, maintenance, and transcription","no","AR",413,"yes","no",".",".",".",".","no","yes","no","no"
"ENSG00000104356","POP1","Others / Unknown function","Others / Unknown function","no","AR",413,"no","yes","10940","Anauxetic dysplasia 2, 617396 Y-Autosomal recessive","602486","AR","no","yes","no","no"
"ENSG00000138777","PPA2","Metabolism of substrates","Tricarboxylic acid cycle enzymes","no","AR",272,"yes","yes","27068","?Sudden cardiac failure, alcohol-induced, 617223 Y-Autosomal recessive; Sudden cardiac failure, infantile, 617222 Y-Autosomal recessive","609988","AR","yes","yes","yes","yes"
"ENSG00000127125","PPCS","Metabolism of cofactors","CoA metabolism and transport","no","AR",413,"no","yes","79717","Cardiomyopathy, dilated, 2C, 618189 Y-Autosomal recessive","609853","AR","no","yes","no","yes"
"ENSG00000143224","PPOX","Metabolism of cofactors","Haem biosynthesis","no","AD",413,"yes","yes","5498","Porphyria variegata, 176200 Y-Autosomal dominant","600923","AD","yes","no","no","no"
"ENSG00000185345","PRKN","Mitochondrial dynamics, homeostasis, and quality control ","Mitochondrial protein quality control","no","AR",413,"no","yes","5071","Parkinson disease, juvenile, type 2, 600116 Y-Autosomal recessive; Ovarian cancer, somatic, 167000 (3); Adenocarcinoma of lung, somatic, 211980 (3)","602544","AR","no","yes","no","no"
"ENSG00000132300","PTCD3","Mitochondrial DNA replication and expression","Mitochondrial ribosomes","no","AR",413,"yes","no",".",".",".",".","yes","yes","no","no"
"ENSG00000141378","PTRH2","Mitochondrial dynamics, homeostasis, and quality control ","Apoptosis defect","no","AR",413,"yes","yes","51651","Infantile-onset multisystem neurologic, endocrine, and pancreatic disease, 616263 Y-Autosomal recessive","608625","AR","no","yes","no","no"
"ENSG00000177192","PUS1","Mitochondrial DNA replication and expression","RNA processing","no","AR",272,"yes","yes","80324","Myopathy, lactic acidosis, and sideroblastic anemia 1, 600462 Y-Autosomal recessive","608109","AR","yes","yes","yes","yes"
"ENSG00000183010","PYCR1","Metabolism of substrates","Fatty acid oxidation","no","AR",413,"yes","yes","5831","Cutis laxa, autosomal recessive, type IIIB, 614438 (3); Cutis laxa, autosomal recessive, type IIB, 612940 Y-Autosomal recessive","179035","AR","no","yes","no","no"
"ENSG00000130348","QRSL1","Mitochondrial DNA replication and expression","Mitochondrial tRNA synthetases","no","AR",272,"yes","yes","55278","Combined oxidative phosphorylation deficiency 40","618835","AR","yes","yes","yes","yes"
"ENSG00000146282","RARS2","Mitochondrial DNA replication and expression","Mitochondrial tRNA synthetases","no","AR",272,"yes","yes","57038","Pontocerebellar hypoplasia, type 6, 611523 Y-Autosomal recessive","611524","AR","yes","yes","yes","yes"
"ENSG00000155906","RMND1","Mitochondrial DNA replication and expression","Translation regulation","no","AR",272,"yes","yes","55005","Combined oxidative phosphorylation deficiency 11, 614922 Y-Autosomal recessive","614917","AR","yes","yes","yes","yes"
"ENSG00000171865","RNASEH1","Mitochondrial DNA replication and expression","Replication, maintenance, and transcription","no","AR",272,"yes","yes","246243","Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 2, 616479 Y-Autosomal recessive","604123","AR","yes","yes","yes","yes"
"ENSG00000154134","ROBO3","Others / Unknown function","Others / Unknown function","no","AR",413,"no","yes","64221","Gaze palsy, familial horizontal, with progressive scoliosis, 1, 607313 Y-Autosomal recessive","608630","AR","no","yes","no","no"
"ENSG00000048392","RRM2B","Mitochondrial DNA replication and expression","Nucleotide pool maintenance","no","AR/AD",272,"no","yes","50484","Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 5, 613077 Y-Autosomal dominant; Mitochondrial DNA depletion syndrome 8A (encephalomyopathic type with renal tubulopathy), 612075 Y-Autosomal recessive; Mitochondrial DNA depletion syndrome 8B (MNGIE type), 612075 Y-Autosomal recessive","604712","AR+AD","yes","yes","yes","yes"
"ENSG00000130347","RTN4IP1","OXPHOS subunits, assembly factors, and electron carriers","Other","no","AR",272,"yes","yes","84816","Optic atrophy 10 with or without ataxia, mental retardation, and seizures, 616732 Y-Autosomal recessive","610502","AR","yes","yes","yes","yes"
"ENSG00000151835","SACS","Mitochondrial dynamics, homeostasis, and quality control ","Mitochondrial protein quality control","no","AR",272,"no","yes","26278","Spastic ataxia, Charlevoix-Saguenay type, 270550 Y-Autosomal recessive","604490","AR","yes","yes","yes","yes"
"ENSG00000101347","SAMHD1","Mitochondrial DNA replication and expression","Nucleotide pool maintenance","no","AR",272,"no","yes","25939","?Chilblain lupus 2, 614415 Y-Autosomal dominant; Aicardi-Goutieres syndrome 5, 612952 Y-Autosomal recessive","606754","AR+AD","yes","yes","yes","yes"
"ENSG00000104835","SARS2","Mitochondrial DNA replication and expression","Mitochondrial tRNA synthetases","no","AR",272,"yes","yes","54938","Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis, 613845 Y-Autosomal recessive","612804","AR","yes","yes","yes","yes"
"ENSG00000133028","SCO1","Metabolism of cofactors / OXPHOS subunits, assembly factors, and electron carriers","Copper transport / CIV assembly factors","yes","AR",272,"yes","yes","6341","Mitochondrial complex IV deficiency","220110","AR","yes","yes","yes","yes"
"ENSG00000130489","SCO2","Metabolism of cofactors / OXPHOS subunits, assembly factors, and electron carriers","Copper transport / CIV assembly factors","yes","AR/AD",272,"yes","yes","9997","Myopia 6, 608908 Y-Autosomal dominant; Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 1, 604377 Y-Autosomal recessive","604272","AR+AD","yes","yes","yes","yes"
"ENSG00000073578","SDHA","OXPHOS subunits, assembly factors, and electron carriers","CII subunits","no","AR/AD",272,"yes","yes","6389","Cardiomyopathy, dilated, 1GG, 613642 (3); Leigh syndrome, 256000 Y-Mitochondrial, Autosomal recessive; Paragangliomas 5, 614165 Y-Autosomal dominant; Mitochondrial respiratory chain complex II deficiency, 252011 Y-Autosomal recessive","600857","AR+AD","yes","yes","yes","yes"
"ENSG00000205138","SDHAF1","OXPHOS subunits, assembly factors, and electron carriers","CII assembly factors","no","AR",272,"yes","yes","644096","Mitochondrial complex II deficiency, 252011 Y-Autosomal recessive","612848","AR","yes","yes","yes","yes"
"ENSG00000167985","SDHAF2","OXPHOS subunits, assembly factors, and electron carriers","CII assembly factors","no","AD",413,"yes","yes","54949","Paragangliomas 2, 601650 Y-Autosomal dominant","613019","AD","yes","yes","no","no"
"ENSG00000117118","SDHB","OXPHOS subunits, assembly factors, and electron carriers","CII subunits","no","AR/AD",272,"yes","yes","6390","Gastrointestinal stromal tumor, 606764 Y-Isolated cases, Autosomal dominant; Pheochromocytoma, 171300 Y-Autosomal dominant; Paragangliomas 4, 115310 Y-Autosomal dominant; Paraganglioma and gastric stromal sarcoma, 606864 (3)","185470","AD","yes","yes","yes","yes"
"ENSG00000143252","SDHC","OXPHOS subunits, assembly factors, and electron carriers","CII subunits","no","AD",413,"yes","yes","6391","Paragangliomas 3, 605373 Y-Autosomal dominant; Paraganglioma and gastric stromal sarcoma, 606864 (3); Gastrointestinal stromal tumor, 606764 Y-Isolated cases, Autosomal dominant","602413","AD","yes","yes","no","no"
"ENSG00000204370","SDHD","OXPHOS subunits, assembly factors, and electron carriers","CII subunits","no","AR/AD",272,"yes","yes","6392","Paragangliomas 1, with or without deafness, 168000 Y-Autosomal dominant; Mitochondrial complex II deficiency, 252011 Y-Autosomal recessive; Paraganglioma and gastric stromal sarcoma, 606864 (3); Pheochromocytoma, 171300 Y-Autosomal dominant","602690","AR+AD","yes","yes","yes","yes"
"ENSG00000187742","SECISBP2","Metabolism of cofactors","Selenocysteine Metabolism","no","AR",413,"yes","yes","79048","Thyroid hormone metabolism, abnormal, 609698 Y-Autosomal recessive","607693","AR","no","yes","no","no"
"ENSG00000109618","SEPSECS","Metabolism of cofactors","Selenocysteine Metabolism","no","AR",413,"no","yes","51091","Pontocerebellar hypoplasia type 2D, 613811 Y-Autosomal recessive","613009","AR","no","yes","no","no"
"ENSG00000122335","SERAC1","Mitochondrial dynamics, homeostasis, and quality control ","Mitochondrial membrane phospholipid and import machinery","no","AR",272,"yes","yes","84947","3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome, 614739 Y-Autosomal recessive","614725","AR","yes","yes","yes","yes"
"ENSG00000183605","SFXN4","Metabolism of cofactors","Haem biosynthesis","no","AR",272,"yes","yes","119559","Combined oxidative phosphorylation deficiency 18, 615578 Y-Autosomal recessive","615564","AR","yes","yes","yes","yes"
"ENSG00000117479","SLC19A2","Metabolism of cofactors","Thiamine metabolism and transport","no","AR",413,"no","yes","10560","Thiamine-responsive megaloblastic anemia syndrome, 249270 Y-Autosomal recessive","603941","AR","no","yes","yes","yes"
"ENSG00000135917","SLC19A3","Metabolism of cofactors","Thiamine metabolism and transport","no","AR",272,"no","yes","80704","Thiamine metabolism dysfunction syndrome 2 (biotin- or thiamine-responsive encephalopathy type 2), 607483 Y-Autosomal recessive","606152","AR","yes","yes","yes","yes"
"ENSG00000197375","SLC22A5","Metabolism of substrates","Fatty acid oxidation","no","AR",413,"no","yes","6584","Carnitine deficiency, systemic primary, 212140 Y-Autosomal recessive","603377","AR","yes","no","no","no"
"ENSG00000100075","SLC25A1","Metabolism of substrates","Redox carriers","no","AR",272,"yes","yes","6576","Myasthenic syndrome, congenital, 23, presynaptic, 618197 Y-Autosomal recessive; Combined D-2- and L-2-hydroxyglutaric aciduria, 615182 Y-Autosomal recessive","190315","AR","yes","yes","yes","yes"
"ENSG00000183048","SLC25A10","Metabolism of substrates","Mitochondrial carriers ","no","AR",413,"yes","no",".",".",".",".","yes","yes","no","yes"
"ENSG00000108528","SLC25A11","Metabolism of substrates","Mitochondrial carriers","no","AD",413,"yes","yes","8402","Paragangliomas 6, 618464 Y-Autosomal dominant","604165","AD","no","yes","no","no"
"ENSG00000115840","SLC25A12","Metabolism of substrates","Mitochondrial carriers ","no","AR",272,"yes","yes","8604","Epileptic encephalopathy, early infantile, 39, 612949 Y-Autosomal recessive","603667","AR","yes","yes","yes","yes"
"ENSG00000004864","SLC25A13","Metabolism of substrates","Redox carriers","no","AR",413,"yes","yes","10165","Citrullinemia, adult-onset type II, 603471 Y-Autosomal recessive; Citrullinemia, type II, neonatal-onset, 605814 Y-Autosomal recessive","603859","AR","yes","yes","no","no"
"ENSG00000102743","SLC25A15","Metabolism of substrates","Mitochondrial carriers","no","AR",413,"yes","yes","10166","Hyperornithinemia-hyperammonemia-homocitrullinemia syndrome, 238970 Y-Autosomal recessive","603861","AR","no","yes","no","no"
"ENSG00000125454","SLC25A19","Metabolism of cofactors","Thiamine metabolism and transport","no","AR",272,"yes","yes","60386","Thiamine metabolism dysfunction syndrome 4 (progressive polyneuropathy type), 613710 Y-Autosomal recessive; Microcephaly, Amish type, 607196 Y-Autosomal recessive","606521","AR","yes","yes","yes","yes"
"ENSG00000178537","SLC25A20","Metabolism of substrates","Fatty acid oxidation","no","AR",413,"yes","yes","788","Carnitine-acylcarnitine translocase deficiency, 212138 Y-Autosomal recessive","613698","AR","yes","yes","no","no"
